posture,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ
Prone,-0.05,-0.14,-0.95,-3.85,-34.36,-39.61,-19.27,29.43,49.84
Prone,-0.08,-0.15,-1.02,7.63,21.73,-19.23,-19.68,27.89,49
Prone,-0.15,-0.2,-0.88,3.23,10.99,-15.81,-20.18,27.49,49.4
Prone,-0.1,-0.15,-0.94,-1.59,-15.14,-25.45,-20.18,27.49,49.4
Prone,-0.13,-0.17,-1.05,-6.9,-12.51,-21.85,-20.18,27.49,49.4
Prone,-0.12,-0.17,-1.04,-5.68,-10.99,-26.25,-20.18,27.49,49.4
Prone,-0.12,-0.13,-1.01,-7.93,-7.45,-29.79,-20.04,27.33,48.05
Prone,-0.11,-0.14,-0.96,-0.85,-11.47,-26.73,-20.96,27,49.41
Prone,-0.1,-0.16,-0.99,-0.61,-11.96,-24.48,-20.96,27,49.41
Prone,-0.1,-0.16,-1,-1.16,-9.83,-24.05,-20.96,27,49.41
Prone,-0.1,-0.16,-1.01,-1.4,-7.69,-23.32,-20.96,27,49.41
Prone,-0.08,-0.17,-1.02,-0.24,-5.68,-24.05,-20.96,27,49.41
Prone,-0.09,-0.17,-0.97,6.23,1.71,-25.15,-21.52,26.42,48.71
Prone,-0.06,-0.19,-0.96,6.77,0.43,-26.98,-21.52,26.42,48.71
Prone,-0.06,-0.17,-0.98,5.37,3.66,-8.12,-22.74,24.83,49.24
Prone,-0.11,-0.15,-0.98,6.71,-3.17,-18.92,-22.74,24.5,49.35
Prone,-0.06,-0.18,-0.98,7.26,2.01,-21.85,-23.39,23.93,49.54
Prone,-0.08,-0.16,-0.99,8.42,3.42,-22.46,-23.39,23.93,49.54
Prone,-0.09,-0.14,-1.02,4.09,-3.17,-25.57,-23.72,22.29,50.04
Prone,-0.09,-0.13,-1.02,7.75,-3.91,-26.98,-23.72,22.29,50.04
Prone,-0.09,-0.14,-0.97,-1.04,-2.93,-41.38,-24.04,19.53,49.67
Prone,-0.04,-0.11,-0.96,-7.08,1.04,-42.66,-24.04,19.53,49.67
Prone,-0.09,-0.11,-1,5.55,1.83,-20.94,-25.17,17.74,49.66
Prone,-0.08,-0.1,-1.02,-1.34,-2.14,-15.26,-25.01,17.5,49.35
Prone,-0.08,-0.11,-0.97,-5.43,-9.89,-6.47,-24.66,17.55,50.46
Prone,-0.06,-0.11,-0.97,-6.9,-19.78,-9.52,-24.01,18.16,50.2
Prone,-0.09,-0.13,-1.04,0.92,26.92,-5.13,-22.13,21.64,48.85
Prone,-0.11,-0.16,-0.96,2.56,28.75,-4.46,-22.13,21.64,48.85
Prone,-0.06,-0.14,-0.95,7.02,8.48,-13.67,-22.13,21.64,48.85
Prone,-0.06,-0.11,-0.96,3.91,8.24,-11.29,-22.13,21.64,48.85
Prone,-0.12,-0.13,-0.94,2.62,2.38,-11.96,-22.56,22.25,46.44
Prone,-0.1,-0.13,-0.92,4.7,-13.43,-11.96,-22.56,22.25,46.44
Prone,-0.09,-0.13,-0.93,2.62,-23.8,-13.43,-22.56,22.25,46.44
Prone,-0.07,-0.12,-0.98,-2.75,-23.86,-11.78,-22.56,22.25,46.44
Prone,-0.1,-0.12,-0.98,2.01,-9.64,-21.61,-23.52,24.96,45.68
Prone,-0.12,-0.11,-1.01,0.24,-1.1,-15.75,-23.97,27.45,43.13
Prone,-0.13,-0.1,-1.02,0.18,-2.38,-15.14,-23.97,27.45,43.13
Prone,-0.07,-0.09,-0.96,7.39,-3.91,-10.62,-33.11,26.16,41.74
Prone,-0.09,-0.07,-1.05,-3.3,10.07,-15.87,-33.56,25.84,42.77
Prone,-0.12,-0.05,-1,-12.02,15.81,-17.52,-33.4,25.62,42.21
Prone,-0.12,-0.09,-1.04,-5.98,9.77,-13.18,-33.37,24.58,38.93
Prone,-0.1,-0.08,-0.98,2.44,14.28,-20.63,-33.63,24.11,39.44
Prone,-0.12,-0.08,-0.96,-3.05,8.54,-21,-33.63,24.11,39.44
Prone,-0.13,-0.06,-0.96,-6.1,-2.01,-23.38,-33.59,22.72,37.11
Prone,-0.14,-0.06,-0.95,-6.1,-2.01,-23.44,-33.59,22.72,37.11
Prone,-0.14,-0.05,-0.95,-3.72,-2.26,-23.44,-33.59,22.72,37.11
Prone,-0.14,-0.05,-0.93,1.46,-0.61,-23.44,-33.35,22.28,37.16
Prone,-0.14,-0.04,-0.94,2.99,-0.49,-23.32,-33.35,22.28,37.16
Prone,-0.14,-0.03,-0.95,3.11,1.77,-21.73,-33.35,22.28,37.16
Prone,-0.15,-0.03,-0.95,8.67,2.87,-13.79,-33.34,21.04,37.21
Prone,-0.16,-0.02,-0.97,7.2,-1.71,-7.51,-33.74,20.92,37.1
Prone,-0.17,0,-1.01,8.54,4.64,2.32,-34.09,21.4,36.19
Prone,-0.19,0.03,-1.01,-1.65,4.58,1.28,-31.92,22.05,37.9
Prone,-0.2,0.04,-1.05,-6.04,9.34,1.83,-31.92,22.05,37.9
Prone,-0.21,0.04,-1.08,-6.9,15.32,2.5,-31.92,22.05,37.9
Prone,-0.21,0.06,-1.06,-2.56,21.3,3.72,-31.92,22.05,37.9
Prone,-0.21,0.06,-1,3.36,26.12,6.71,-31.92,22.05,37.9
Prone,-0.22,0.09,-1.03,3.36,29.42,10.07,-31.92,22.05,37.9
Prone,-0.21,0.1,-1,6.35,29.42,10.07,-31.23,22.29,38.98
Prone,-0.18,0.05,-0.92,-0.98,23.13,23.74,-31.23,22.29,38.98
Prone,-0.19,-0.02,-0.97,2.01,4.21,15.2,-28.56,21.39,41.13
Prone,-0.19,-0.03,-1,2.62,6.23,8.67,-27.72,20.67,42.55
Prone,-0.2,-0.03,-1.03,0.79,11.05,9.7,-27.22,18.91,43.82
Prone,-0.2,-0.02,-1.03,1.89,12.57,9.58,-27.22,18.91,43.82
Prone,-0.19,-0.03,-1.03,3.66,14.53,10.31,-27.22,18.91,43.82
Prone,-0.18,-0.03,-1.01,5.86,16.17,11.05,-27.22,18.91,43.82
Prone,-0.18,-0.03,-0.99,6.65,16.72,11.54,-27.22,18.91,43.82
Prone,-0.18,-0.03,-0.98,6.1,15.93,11.78,-26.67,17.66,45.2
Prone,-0.2,-0.03,-1,-4.7,5.98,16.05,-26.67,17.66,45.2
Prone,-0.19,-0.05,-1.01,-6.04,5.13,16.24,-26.42,15.61,46.2
Prone,-0.2,-0.06,-0.99,-7.45,5.25,11.17,-25.88,14.51,47.42
Prone,-0.19,-0.06,-0.96,-12.76,2.08,9.4,-26.06,14.43,48.06
Prone,-0.19,-0.06,-0.94,-11.9,1.22,8.36,-26.06,14.43,48.06
Prone,-0.18,-0.07,-0.9,-8.91,-3.72,6.04,-26.89,13.6,48.02
Prone,-0.18,-0.08,-0.89,-9.09,-4.46,5.68,-26.89,13.6,48.02
Prone,-0.18,-0.1,-0.91,-10.62,-6.77,5.19,-26.89,13.6,48.02
Prone,-0.19,-0.1,-0.93,-10.74,-10.01,4.58,-26.89,13.6,48.02
Prone,-0.2,-0.11,-0.96,-8.36,-17.88,-1.1,-25.95,13.65,48.23
Prone,-0.2,-0.11,-0.98,-9.52,-19.65,-2.2,-25.95,13.65,48.23
Prone,-0.15,-0.11,-0.98,-8.97,-17.33,-3.6,-25.95,13.65,48.23
Prone,-0.15,-0.13,-0.96,-7.63,-15.93,-3.78,-26.01,12.96,49
Prone,-0.17,-0.13,-0.98,-6.77,-16.24,-4.58,-26.01,12.96,49
Prone,-0.17,-0.15,-0.94,1.28,-4.27,2.75,-26.01,12.96,49
Prone,-0.16,-0.14,-0.97,-3.66,-0.73,2.38,-26.01,12.96,49
Prone,-0.16,-0.13,-0.99,-5.86,1.77,2.93,-25.38,12.73,49.98
Prone,-0.18,-0.13,-1,-4.15,0.49,2.08,-25.38,12.73,49.98
Prone,-0.18,-0.09,-1.03,3.6,7.75,2.38,-25.38,12.73,49.98
Prone,-0.19,-0.09,-1.13,5.98,7.75,2.38,-26.45,12.28,50.65
Prone,-0.19,-0.12,-1.04,14.34,25.82,4.64,-26.45,12.28,50.65
Prone,-0.17,-0.12,-1.09,13.55,25.45,0.18,-26.45,12.28,50.65
Prone,-0.17,-0.08,-0.96,12.63,27.77,0.55,-26.45,12.28,50.65
Prone,-0.19,-0.07,-0.99,5.68,23.62,5.13,-26.45,12.28,50.65
Prone,-0.21,-0.09,-1.02,0.43,22.4,10.44,-26.45,12.28,50.65
Prone,-0.22,-0.1,-1.02,-0.37,22.03,12.45,-27.21,11.79,51
Prone,-0.24,-0.09,-1.01,0.55,21.73,12.39,-27.21,11.79,51
Prone,-0.26,-0.09,-0.99,1.59,19.96,11.35,-27.21,11.79,51
Prone,-0.23,-0.1,-0.97,-2.2,12.76,10.07,-27.21,11.79,51
Prone,-0.2,-0.12,-0.96,-5.25,9.89,10.07,-27.78,12.24,50.06
Prone,-0.2,-0.1,-0.98,-8.79,5.68,10.44,-27.78,12.24,50.06
Prone,-0.28,-0.14,-0.99,-7.02,0.06,3.85,-27.78,12.24,50.06
Prone,-0.25,-0.09,-0.99,-5.98,-1.22,-4.58,-27.78,12.24,50.06
Prone,-0.24,-0.06,-0.98,-5,-1.4,-7.02,-27.97,12.02,48.77
Prone,-0.23,-0.07,-0.96,-6.65,-0.98,-5,-27.97,12.02,48.77
Prone,-0.23,-0.1,-0.96,-9.34,-1.53,-3.05,-27.97,12.02,48.77
Prone,-0.2,-0.11,-0.95,-9.95,-5.62,-3.54,-27.97,12.02,48.77
Prone,-0.21,-0.11,-0.95,-9.77,-7.69,-4.21,-27.97,12.02,48.77
Prone,-0.21,-0.11,-0.94,-8.97,-10.13,-4.7,-28.54,12.22,49.58
Prone,-0.22,-0.11,-0.95,-8.18,-12.82,-5.37,-28.54,12.22,49.58
Prone,-0.21,-0.1,-0.96,-0.98,-10.5,-6.16,-27.72,11.8,48.43
Prone,-0.18,-0.11,-0.99,0.37,-7.02,-5.07,-27.72,11.8,48.43
Prone,-0.17,-0.12,-0.99,0.24,-1.59,3.3,-27.19,10.52,51.37
Prone,-0.15,-0.13,-0.97,-1.34,-2.44,2.81,-27.19,10.52,51.37
Prone,-0.17,-0.11,-0.97,1.65,-0.24,2.75,-27.22,10.85,50.42
Prone,-0.2,-0.11,-1.01,-5.37,-1.95,-0.61,-27.43,11.51,51.06
Prone,-0.17,-0.13,-1.01,-5.62,-2.32,-3.54,-27.43,11.51,51.06
Prone,-0.17,-0.13,-1,-5.25,-3.97,-3.85,-27.09,11.13,51.49
Prone,-0.16,-0.14,-1,-7.87,-7.57,-5.07,-27.09,11.13,51.49
Prone,-0.15,-0.13,-0.99,-8.73,-10.86,-5.92,-27.09,11.13,51.49
Prone,-0.15,-0.13,-0.98,-6.96,-9.34,-6.04,-27.09,11.89,51.1
Prone,-0.15,-0.14,-0.98,-4.82,-7.39,-5.92,-27.09,11.89,51.1
Prone,-0.14,-0.14,-0.97,-4.82,-7.39,-6.16,-27.09,11.89,51.1
Prone,-0.18,-0.12,-0.94,-2.87,-1.34,-6.96,-26.68,11.13,50.81
Prone,-0.17,-0.12,-0.95,-7.63,0.67,-7.75,-26.68,11.13,50.81
Prone,-0.16,-0.12,-0.96,-10.44,-0.12,-7.14,-26.68,11.13,50.81
Prone,-0.17,-0.13,-0.99,-9.52,-1.95,-7.81,-26.83,11.76,52.84
Prone,-0.18,-0.13,-0.97,-6.84,-2.2,-8.91,-26.83,11.76,52.84
Prone,-0.2,-0.12,-0.99,-0.98,-0.24,-6.29,-26.23,11.12,52.94
Prone,-0.21,-0.12,-0.99,1.4,1.46,-7.87,-26.23,11.12,52.94
Prone,-0.23,-0.12,-1,2.99,5.49,-8.91,-26.23,11.12,52.94
Prone,-0.17,-0.14,-0.98,2.87,15.01,-14.16,-26.23,11.12,52.94
Prone,-0.19,-0.13,-1,9.28,10.86,-14.53,-27.15,10.77,51.94
Prone,-0.21,-0.13,-1.01,6.41,7.51,-18.49,-27.4,9.7,52.09
Prone,-0.2,-0.12,-1,0.98,8.18,-25.57,-27.4,9.7,52.09
Prone,-0.21,-0.12,-0.98,-1.71,6.65,-27.95,-27.89,8.95,52.87
Prone,-0.19,-0.1,-0.97,-7.32,4.03,-32.53,-27.89,8.95,52.87
Prone,-0.19,-0.09,-0.96,-8.79,-2.26,-38.64,-27.89,8.95,52.87
Prone,-0.17,-0.07,-0.97,-9.03,-9.09,-39.86,-27.36,7.25,52.61
Prone,-0.18,-0.09,-0.96,-9.03,-10.68,-36.62,-27.36,7.25,52.61
Prone,-0.18,-0.11,-0.96,-11.23,-20.14,-38.45,-26.98,6.43,51.82
Prone,-0.13,-0.22,-1.03,4.52,-50.42,-42.24,-26.15,4.49,52.77
Prone,-0.09,-0.1,-0.99,13.06,-51.45,-34.61,-26.15,4.49,52.77
Prone,-0.12,-0.07,-1.01,6.71,-16.85,-56.4,-24.39,2.6,54.21
Prone,0.03,0.06,-1.03,5.07,-46.2,-91.43,-15.67,-13.32,53.15
Prone,0.03,-0.01,-0.98,-10.99,3.3,-70.92,-11.8,-16.14,51.9
Prone,-0.03,0.01,-0.96,-0.31,6.04,22.03,-7.31,-21.37,47.95
Prone,-0.07,-0.04,-0.97,-9.46,5.37,-20.32,-14.53,-20.06,47.64
Prone,-0.09,-0.05,-1.01,5.13,6.71,-5.92,-17.98,-20.57,47.29
Prone,-0.09,-0.03,-1.03,5.74,7.93,-2.81,-19.89,-20.28,47.18
Prone,-0.09,-0.02,-1.03,9.28,-1.71,4.27,-21.41,-18.66,45.76
Prone,-0.06,0.04,-0.98,-2.93,-7.93,0.92,-28.08,-13.28,44.25
Prone,-0.07,0.06,-1.04,-1.95,-4.09,0.18,-28.08,-13.28,44.25
Prone,-0.06,0.06,-1.04,14.04,1.89,0.31,-29.2,-12.16,45.78
Prone,-0.07,0.04,-1.03,16.85,2.44,-0.06,-29.2,-12.16,45.78
Prone,-0.03,0.03,-0.88,18.49,5.07,-9.89,-29.92,-10.96,45.46
Prone,-0.04,0.06,-0.92,8.91,6.96,-7.08,-29.92,-10.96,45.46
Prone,-0.06,0.05,-1.03,-12.63,3.11,-5.19,-34.24,-8.09,44.48
Prone,-0.12,0.09,-1.05,-12.02,3.11,-5.19,-34.24,-8.09,44.48
Prone,-0.1,0.07,-1.07,-1.71,5.55,-14.95,-34.24,-8.09,44.48
Prone,-0.06,0.04,-0.96,12.7,6.16,-16.48,-36.43,-6.71,43.65
Prone,-0.07,0.04,-0.95,8.85,5.31,-14.83,-36.43,-6.71,43.65
Prone,0.01,0.07,-1.06,-11.9,4.7,-11.72,-39.94,-5,43.35
Prone,-0.03,0.05,-1.04,-5.25,4.64,-8.18,-39.94,-5,43.35
Prone,-0.02,0.05,-1.04,-2.87,4.64,-9.52,-39.94,-5,43.35
Prone,-0.08,0.03,-0.97,-0.98,2.87,-5.43,-42.15,-3.11,41.28
Prone,-0.09,0.02,-0.97,-3.3,3.48,-5.43,-42.15,-3.11,41.28
Prone,-0.02,0.01,-0.97,-8.67,6.1,-3.54,-44.78,0.68,42.59
Prone,-0.03,0.01,-0.94,-10.31,7.14,-2.93,-44.78,0.68,42.59
Prone,-0.02,-0.01,-0.93,-13.49,8.73,-2.62,-44.78,0.68,42.59
Prone,0,-0.03,-0.97,-17.7,9.83,-2.08,-44.78,0.68,42.59
Prone,0.02,-0.02,-1.07,-19.65,7.14,0.49,-44.78,0.68,42.59
Prone,-0.04,0.01,-1.07,-7.39,6.71,11.29,-45.74,2.39,44.76
Prone,-0.08,0,-1.07,-7.39,6.71,11.29,-45.74,2.39,44.76
Prone,-0.13,0.01,-1.07,-3.48,8,10.38,-45.74,2.39,44.76
Prone,-0.14,0,-1.05,0.37,11.78,9.83,-43.08,3.42,47.52
Prone,-0.17,0.03,-1.04,4.76,15.75,9.09,-43.08,3.42,47.52
Prone,-0.16,0,-1.06,6.29,14.83,7.75,-43.08,3.42,47.52
Prone,-0.14,0.01,-1.08,6.23,9.89,7.02,-43.08,3.42,47.52
Prone,-0.12,0.01,-1.09,6.47,7.51,6.47,-43.08,3.42,47.52
Prone,-0.14,0.02,-1.13,9.03,1.34,0.98,-41.49,3.33,48.93
Prone,-0.13,0.02,-1.13,9.4,-2.26,-1.1,-41.49,3.33,48.93
Prone,-0.1,0.02,-1.11,10.56,-3.66,-1.89,-41.49,3.33,48.93
Prone,-0.12,0.02,-1.11,12.94,-3.3,-2.69,-41.49,3.33,48.93
Prone,-0.11,0.03,-1.12,12.94,-4.58,-4.21,-41.49,3.33,48.93
Prone,-0.13,0.04,-1.12,13.98,-4.58,-4.21,-41.49,3.33,48.93
Prone,-0.14,0.06,-1.11,14.47,-4.88,-6.71,-37.28,1.73,47.19
Prone,-0.13,0.03,-1.07,11.96,-8,-11.54,-37.28,1.73,47.19
Prone,-0.12,0.03,-1.06,6.59,-10.19,-10.56,-37.28,1.73,47.19
Prone,-0.12,0.02,-1.05,3.3,-13.55,-10.01,-37.28,1.73,47.19
Prone,-0.12,0.03,-1.05,2.38,-15.56,-10.13,-37.28,1.73,47.19
Prone,-0.11,0.04,-1.04,2.69,-17.82,-10.74,-32.98,0.94,45.51
Prone,-0.1,0.06,-1.03,3.48,-20.57,-12.02,-32.98,0.94,45.51
Prone,0,0.1,-0.96,29.79,-34.18,-27.04,-27.82,-1.07,44.9
Prone,-0.04,0.05,-0.98,25.02,-34.3,-19.35,-27.82,-1.07,44.9
Prone,-0.05,0.05,-0.97,17.58,-34.18,-18.8,-27.82,-1.07,44.9
Prone,-0.01,0.08,-0.98,14.89,-27.47,-21.67,-22.97,-2.55,43.52
Prone,0.05,0.13,-1.03,-12.02,-22.89,-6.53,-19.4,-2.64,43.74
Prone,0.04,0.12,-1.05,-11.41,-20.51,-5.55,-19.4,-2.64,43.74
Prone,0.02,0.1,-1.06,-9.89,-17.7,-5.07,-19.4,-2.64,43.74
Prone,0.04,0.05,-1.07,-9.83,-13.67,-4.88,-19.4,-2.64,43.74
Prone,0.04,0.03,-1.06,-14.59,-13.24,-4.21,-19.4,-2.64,43.74
Prone,0.05,0.09,-1.04,-6.77,-0.61,3.42,-11.58,-1.11,43.09
Prone,0.04,0.07,-1.04,-1.4,-2.44,4.76,-11.58,-1.11,43.09
Prone,0.07,0.07,-1.03,-6.16,-8.06,-3.36,-5.4,0.73,44.38
Prone,0.08,0.08,-1.03,-13.73,-12.88,-3.54,-5.4,0.73,44.38
Prone,0.08,0.05,-1.04,-14.34,-17.27,-4.46,-2.55,0.85,44.54
Prone,0.08,0.04,-1.03,-13.61,-18.01,-4.09,-2.55,0.85,44.54
Prone,0.09,0.02,-1.04,-13.43,-19.04,-3.54,-2.55,0.85,44.54
Prone,0.1,0.02,-1.04,-12.51,-19.59,-4.15,0.73,1.54,45.59
Prone,0.14,0.07,-0.96,12.51,-3.3,8.97,16.3,-1.9,47.81
Prone,0.15,0.08,-0.98,-0.31,3.11,-1.53,17.16,-2.69,48.32
Prone,0.16,0.08,-0.97,-0.49,3.11,-2.75,17.16,-2.69,48.32
Prone,0.17,0.08,-0.98,-1.04,2.62,-3.78,17.46,-2.91,47.85
Prone,0.16,0.09,-0.98,-0.06,0.73,-4.82,17.46,-2.91,47.85
Prone,0.16,0.14,-0.96,0.12,6.59,-3.3,18.23,-2.69,48.75
Prone,0.15,0.12,-0.98,-3.54,6.77,-0.37,18.27,-2.77,49.01
Prone,0.13,0.09,-1,-6.41,13.85,0.43,17.93,-2.49,48.8
Prone,0.13,0.07,-0.99,-2.99,9.16,-3.42,17.8,-2.45,48.08
Prone,0.12,0.07,-0.99,3.11,4.82,-4.94,17.7,-2.16,50.82
Prone,0.05,0.08,-1.03,3.66,10.99,-6.29,16.28,-2.51,51.27
Prone,0.01,0.17,-0.96,12.51,7.93,5.92,15.1,-4.38,51.21
Prone,-0.04,0.21,-0.95,4.64,4.15,2.93,14.56,-6.71,51.56
Prone,-0.03,0.21,-0.95,2.81,2.44,5.25,14.37,-6.21,52.49
Prone,-0.03,0.21,-0.96,1.34,2.81,5.98,14.37,-6.21,52.49
Prone,-0.07,0.22,-0.96,6.71,8.54,6.84,12.16,-8.29,51.62
Prone,-0.1,0.21,-0.94,8.73,8.36,11.84,11.04,-8.29,50.56
Prone,-0.1,0.22,-0.94,8.42,8.18,10.86,11.04,-8.29,50.56
Prone,-0.1,0.22,-0.91,8.18,7.51,10.01,11.04,-8.29,50.56
Prone,-0.1,0.22,-0.93,8.18,6.84,8.79,11.04,-8.29,50.56
Prone,-0.11,0.22,-0.93,7.69,6.84,8.79,10.64,-8.98,51.67
Prone,-0.11,0.23,-0.92,5.92,6.53,6.96,10.64,-8.98,51.67
Prone,-0.14,0.24,-0.92,3.91,0.98,4.64,10.63,-9.62,52.1
Prone,-0.13,0.24,-0.94,0.37,-2.08,3.54,10.39,-9.34,50.87
Prone,-0.12,0.24,-0.94,0.12,-2.44,3.42,10.39,-9.34,50.87
Prone,-0.12,0.23,-0.95,0.49,-2.93,3.36,10.39,-9.34,50.87
Prone,-0.12,0.25,-0.95,-0.24,-1.53,3.05,10.89,-9.48,52.42
Prone,-0.13,0.25,-0.95,-0.24,-1.16,3.85,10.89,-9.48,52.42
Prone,-0.11,0.24,-0.97,-0.18,-1.16,5.13,10.89,-9.48,52.42
Prone,-0.11,0.21,-0.96,-0.43,1.53,3.97,10.31,-9.63,50.49
Prone,-0.11,0.21,-0.95,-0.31,1.46,3.23,10.31,-9.63,50.49
Prone,-0.12,0.2,-0.95,0.06,1.4,1.95,10.31,-9.63,50.49
Prone,-0.13,0.2,-0.94,0.18,0.92,0.61,10.31,-9.63,50.49
Prone,-0.13,0.21,-0.94,0.24,0.37,-0.67,10.31,-9.63,50.49
Prone,-0.13,0.21,-0.93,0.24,0,-1.59,10.22,-9.62,50.71
Prone,-0.12,0.23,-0.93,0.55,-0.61,-2.62,10.22,-9.62,50.71
Prone,-0.12,0.24,-0.93,0.49,-0.92,-2.5,10.22,-9.62,50.71
Prone,-0.12,0.25,-0.92,-0.49,-2.2,-0.49,11.21,-9.11,52.33
Prone,-0.1,0.23,-0.94,-4.58,-5,-1.71,10.39,-9.59,50.04
Prone,-0.09,0.24,-0.94,-5,-5.86,-2.56,10.39,-9.59,50.04
Prone,-0.09,0.24,-0.95,-5.55,-6.47,-2.87,10.39,-9.59,50.04
Prone,-0.08,0.21,-0.96,-8.3,-5.31,-0.24,10.55,-9.31,52.15
Prone,-0.06,0.2,-0.94,-7.93,-2.32,2.32,11.44,-8.22,50.96
Prone,-0.07,0.2,-0.94,-8.18,-1.95,3.3,11.44,-8.22,50.96
Prone,-0.08,0.2,-0.95,-11.29,-2.26,6.84,11.33,-8.09,52.25
Prone,-0.08,0.19,-0.95,-11.29,-2.38,8,11.33,-8.09,52.25
Prone,-0.07,0.18,-0.96,-11.78,-3.36,6.84,11.33,-8.09,52.25
Prone,-0.06,0.18,-0.96,-11.78,-4.15,5.19,11.33,-8.09,52.25
Prone,-0.07,0.12,-1.04,-15.81,-3.36,2.08,11.83,-5.97,53.42
Prone,-0.05,0.01,-0.98,-11.66,-4.94,-0.85,11.63,-2.31,52.67
Prone,-0.02,0.01,-0.99,-14.22,-5.31,-1.83,11.93,-1.99,54.14
Prone,-0.02,0,-0.99,-14.95,-5.49,-1.34,11.93,-1.99,54.14
Prone,-0.02,-0.03,-0.98,-16.42,-2.81,4.88,12.62,-0.44,54.61
Prone,0,-0.12,-1.05,-9.95,-0.49,5.86,10.93,3.05,55.43
Prone,0.01,-0.12,-1.05,-11.6,1.89,5.55,11.06,3.09,53.14
Prone,0,-0.14,-1.04,-11.23,0.24,6.65,11.06,3.09,53.14
Prone,0,-0.14,-1.07,-7.63,1.89,9.58,11.06,3.09,53.14
Prone,0,-0.15,-1.07,-6.04,2.99,10.68,11.06,3.09,53.14
Prone,0,-0.15,-1.06,-4.27,2.56,10.74,10.9,3.64,54.9
Prone,0,-0.15,-1.03,-1.53,-5.86,3.91,10.49,4.16,55.37
Prone,-0.02,-0.15,-0.98,6.65,-0.55,0.67,10.73,3.5,54.52
Prone,0,-0.11,-1.04,8.3,-18.8,-3.17,9.55,4.16,54.8
Prone,0,-0.12,-1.04,10.07,-19.04,-1.89,9.55,4.16,54.8
Prone,0.03,-0.12,-0.99,-2.56,-2.87,-4.39,10.47,3.93,56.88
Prone,0.04,-0.11,-0.98,-1.04,-5.68,-5.55,10.62,4.11,55.3
Prone,0.05,-0.11,-0.96,-3.54,-4.64,-4.88,10.62,4.11,54.36
Prone,0.05,-0.13,-0.98,-6.77,1.59,-2.56,9.88,4.09,54.36
Prone,0.05,-0.13,-0.99,-6.41,2.87,-2.69,9.88,4.09,54.36
Prone,0.04,-0.15,-1,-10.99,8.54,-1.4,9.88,5.29,55.46
Prone,0.02,-0.16,-1.03,-3.78,3.91,4.27,9.36,5.97,55.13
Prone,-0.02,-0.15,-1.03,9.46,11.54,-2.08,8.98,6.31,56.71
Prone,-0.07,-0.06,-0.98,4.21,10.38,-14.28,7.35,3.49,57.34
Prone,0,-0.12,-0.99,-1.1,-2.62,0.85,8.67,5.08,57.08
Prone,0.06,-0.11,-0.99,-2.38,-3.6,3.97,10.69,4.94,59.68
Prone,0.06,-0.13,-1,-1.28,-4.27,1.77,10.93,4.6,60.21
Prone,0.09,-0.13,-0.98,3.6,-7.45,-0.61,12.51,4.35,59.19
Prone,0.08,-0.11,-0.99,-2.93,-0.18,-2.5,13.05,4.02,59.62
Prone,0.08,-0.11,-0.98,-2.08,1.28,-2.62,13.05,4.02,59.62
Prone,0.07,-0.11,-1,-4.03,-2.44,-0.98,13.53,4.24,59.06
Prone,0.05,-0.14,-1.01,-5.98,-0.85,-4.76,14.04,4.64,59.62
Prone,0.05,-0.15,-1,-6.1,-2.08,-4.64,14.04,4.64,59.62
Prone,0.06,-0.14,-0.99,-4.21,-3.78,-4.33,14.04,4.64,59.62
Prone,0.09,-0.14,-0.97,-0.85,-15.69,-2.69,14.04,4.64,59.62
Prone,0.08,-0.14,-0.98,0.61,-24.96,-1.59,15.03,4.24,58.33
Prone,0.08,-0.14,-1,3.6,-31.98,-1.04,15.03,4.24,58.33
Prone,0.09,-0.14,-1.02,0.37,-18.62,-0.92,16.47,3.93,58.98
Prone,0.11,-0.15,-1,-0.55,-2.81,5.55,17.41,4.24,58.52
Prone,0.11,-0.17,-1.01,-3.97,-4.82,5.74,17.41,4.24,58.52
Prone,0.1,-0.16,-1.01,-5.07,-5.55,4.82,17.99,4.08,58.36
Prone,0.11,-0.17,-1,-3.11,-6.1,4.58,17.99,4.08,58.36
Prone,0.13,-0.15,-0.99,1.04,-6.71,3.05,17.97,3.45,57.96
Prone,0.15,-0.15,-0.97,3.72,-4.27,5.31,17.97,3.45,57.96
Prone,0.13,-0.08,-0.98,-0.98,13.85,8.24,17.79,3.08,58.8
Prone,0.11,-0.12,-1,-2.99,13.79,10.44,17.79,3.08,58.8
Prone,0.07,-0.13,-1,1.34,9.52,8.42,16.02,2.51,57.82
Prone,0.07,-0.13,-0.98,3.54,11.17,8.42,16.02,2.51,57.82
Prone,0.09,-0.15,-0.96,3.85,6.47,8.42,15.77,2.56,59.07
Prone,0.07,-0.13,-1.03,-1.71,1.28,8.36,15.83,1.76,58.92
Prone,0.07,-0.15,-0.99,-2.93,1.59,6.16,15.83,1.76,58.92
Prone,0.08,-0.15,-0.99,-3.72,2.01,5.25,15.83,2.48,59.52
Prone,0.13,-0.12,-1.01,-1.46,-5.92,9.28,17.4,1.33,58.9
Prone,0.13,-0.13,-1,-2.93,-1.65,10.25,17.26,1.75,58.51
Prone,0.12,-0.12,-0.98,-1.77,-1.83,10.01,17.26,1.75,58.51
Prone,0.14,-0.12,-0.97,-0.79,-1.83,10.93,17.26,1.75,58.51
Prone,0.14,-0.12,-0.96,0.79,-1.89,10.93,17.47,1.18,57.02
